PolicyNumber,CarrierCode,AgentCode,TransactionType,PolicyEffectiveDate,PolicyExpirationDate,TransactionEffectiveDate,TermLengthMonths,LineOfBusiness,Subline,InsuredName,InsuredPrimaryEmail,RiskLocationAddress,State,InsuredMailingAddress,RatedDriverCount,VehicleCount,DwellingYearBuilt,ConstructionType,ProtectionClass,Limit_BI,Limit_PD,Deductible_Collision,Deductible_Comprehensive,TermPremium,WrittenPremium,EarnedPremium,BillingPlan,CancellationDate,ReinstatementDate,RewriteIndicator,eDocIndicator,UnearnedPremium
SCV4205098,HART,120168,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Steve Anthony,steve.anthony@example.com,"354 Tiffany Garden Suite 611, North Loretta, IL 18741",IL,"354 Tiffany Garden Suite 611, North Loretta, IL 18741",1,3,,,,50/100,50000,2500,1000,2214.01,2214.01,1662.02,Direct Bill,,,FALSE,TRUE,551.99
CEV5444718,TRAV,120298,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,James Robinson,james.robinson@customer.net,"068 Barry Bridge, Robertshire, MA 52661",MA,"068 Barry Bridge, Robertshire, MA 52661",,,,Frame,4,,,,,1500,1500,1126.03,Direct Bill,,,FALSE,TRUE,373.97
CEY9920978,AMFA,120177,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Brian Smith,brian.smith@customer.net,"90320 Derrick Shoal Apt. 094, Jacksonberg, SC 10055",SC,"90320 Derrick Shoal Apt. 094, Jacksonberg, SC 10055",2,3,,,,50/100,100000,500,250,883.26,883.26,663.05,Agency Bill,,,FALSE,TRUE,220.21
EKT2014519,PRGS,120144,Rewrite,4/1/2025,4/1/2026,4/1/2025,12,Package,Commercial Package,Lance Proctor,lance.proctor@mail.com,"4759 Craig Islands, Gibsonfort, MO 04769",MO,"4759 Craig Islands, Gibsonfort, MO 04769",,,,Masonry Veneer,5,,,,,5362.63,5362.63,4025.65,Direct Bill,,,TRUE,FALSE,1336.98
XDS2712432,GEIC,120229,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Gary Henry,gary.henry@insmail.com,"203 Sean Prairie, East Lisabury, CT 81179",CT,"4198 Hall Mills Apt. 413, North Erikamouth, AK 79740",2,4,,,,50/100,100000,500,500,1005.38,1005.38,754.72,Agency Bill,,,FALSE,TRUE,250.66
HYB2030956,LIBM,120257,Endorsement,4/1/2025,4/1/2026,12/26/2025,12,Umbrella,Personal Umbrella,Zachary Duncan,zachary.duncan@policyhub.org,"454 Watkins Plaza, East Trevorbury, AR 36124",AR,"63019 Steven Lodge Apt. 353, Skinnertown, WY 13635",,,,,,,,,,189.8,4.05,142.48,Agency Bill,,,FALSE,TRUE,47.32
ZDB5576399,PRGS,120010,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Matthew Scott,matthew.scott@mail.com,"58098 Johnson Shore Apt. 567, West Chad, MD 34401",MD,"58098 Johnson Shore Apt. 567, West Chad, MD 34401",1,2,,,,50/100,250000,250,1000,2471.29,2471.29,1855.16,Direct Bill,,,FALSE,TRUE,616.13
RBS1676786,GEIC,120242,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Laura Valenzuela,laura.valenzuela@insmail.com,"00522 Little Corner Apt. 523, Rebeccachester, CO 84521",CO,"00522 Little Corner Apt. 523, Rebeccachester, CO 84521",,,1987,Masonry Veneer,5,,,,,834.67,834.67,626.57,Direct Bill,,,FALSE,TRUE,208.1
KUW8079040,PRGS,120249,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Deborah Owens,deborah.owens@mail.com,"6786 Powell Radial, New Brittany, SC 50100",SC,"6786 Powell Radial, New Brittany, SC 50100",,,,,,,,,,4911.02,4911.02,3686.63,Agency Bill,,,FALSE,TRUE,1224.39
PZY4687674,ALLS,120031,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Kimberly Smith,kimberly.smith@customer.net,"707 Villarreal Drive Apt. 782, Marshallburgh, VA 47798",VA,"707 Villarreal Drive Apt. 782, Marshallburgh, VA 47798",2,3,,,,25/50,100000,250,250,1553.78,1553.78,1166.4,Direct Bill,,,FALSE,TRUE,387.38
WFT8788758,TRAV,120006,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Derek Larson,derek.larson@policyhub.org,"46941 Ashley Circles, Randyville, ND 32243",ND,"46941 Ashley Circles, Randyville, ND 32243",2,3,,,,50/100,250000,1000,500,1645.66,1645.66,1235.37,Direct Bill,,,FALSE,TRUE,410.29
PSC1742113,LIBM,120129,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Luis Morales,luis.morales@mail.com,"7456 Acevedo View, North Donaldfort, AZ 11116",AZ,"7456 Acevedo View, North Donaldfort, AZ 11116",2,1,,,,50/100,250000,500,1000,1204.45,1204.45,904.16,Direct Bill,,,FALSE,TRUE,300.29
DRA5099442,NATI,120298,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,David Rivera,david.rivera@customer.net,"471 Michael Fords Suite 878, Levychester, NY 77201",NY,"471 Michael Fords Suite 878, Levychester, NY 77201",,,1951,Masonry Veneer,5,,,,,1685.7,1685.7,1265.43,Direct Bill,,,FALSE,FALSE,420.27
FJA5783485,HART,120141,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,David Bishop,david.bishop@mail.com,"62118 Mcdonald Mill Apt. 817, Lake Peterfort, MA 45992",MA,"62118 Mcdonald Mill Apt. 817, Lake Peterfort, MA 45992",,,1971,Masonry Veneer,9,,,,,2113.09,2113.09,1586.26,Direct Bill,,,FALSE,TRUE,526.83
ZJW0774408,AMFA,120190,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Cynthia Turner,cynthia.turner@mail.com,"48425 Cathy Canyon, Marktown, NH 27604",NH,"48425 Cathy Canyon, Marktown, NH 27604",,,2010,Joisted Masonry,7,,,,,2380.49,2380.49,1787,Direct Bill,,,FALSE,TRUE,593.49
JTR1192826,GEIC,120113,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Daniel Harris,daniel.harris@example.com,"090 Pacheco Green Apt. 496, Port Jeffrey, CO 63052",CO,"090 Pacheco Green Apt. 496, Port Jeffrey, CO 63052",,,1974,Frame,3,,,,,2597.9,2597.9,1950.2,Direct Bill,,,FALSE,TRUE,647.7
XRR7386351,AMFA,120179,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Molly Davis,molly.davis@customer.net,"354 Sherri Alley Apt. 487, Nicholsonchester, PR 20482",PR,"354 Sherri Alley Apt. 487, Nicholsonchester, PR 20482",,,,Frame,4,,,,,4699.28,4699.28,3527.68,Agency Bill,,,FALSE,TRUE,1171.6
ZHE2133147,TRAV,120143,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Bryan Brown,bryan.brown@example.com,"33929 Amy Ports, Kelleyton, IN 27318",IN,"33929 Amy Ports, Kelleyton, IN 27318",2,2,,,,50/100,250000,250,250,551.44,551.44,413.96,Direct Bill,,,FALSE,TRUE,137.48
HLP8226097,FARM,120163,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Regina Moore,regina.moore@insmail.com,"156 Lucas Track, Bryanttown, DC 67389",DC,"156 Lucas Track, Bryanttown, DC 67389",,,,Non-Combustible,7,,,,,1500,1500,1126.03,Agency Bill,,,FALSE,FALSE,373.97
EEF4508979,PRGS,120060,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Christian Obrien,christian.obrien@insmail.com,"09156 Matthew Summit, North Alan, LA 90113",LA,"09156 Matthew Summit, North Alan, LA 90113",,,,,,,,,,2397.87,2397.87,1800.04,Direct Bill,,,FALSE,TRUE,597.83
JMG8427060,GEIC,120083,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Lisa Lowe,lisa.lowe@insmail.com,"695 Jeffrey Summit Suite 744, Lake Kevinborough, AS 20858",AS,"695 Jeffrey Summit Suite 744, Lake Kevinborough, AS 20858",,,2011,Masonry Veneer,8,,,,,896.9,896.9,673.29,Agency Bill,,,FALSE,TRUE,223.61
ZZS6051524,GEIC,120209,Endorsement,4/1/2025,4/1/2026,8/23/2025,12,Umbrella,Personal Umbrella,Michael Wong,michael.wong@policyhub.org,"0125 Taylor Trace Suite 458, Jonesborough, PW 73029",PW,"0125 Taylor Trace Suite 458, Jonesborough, PW 73029",,,,,,,,,,366.97,7.77,275.48,Agency Bill,,,FALSE,FALSE,91.49
YPN6589763,LIBM,120043,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Cindy Hayes,cindy.hayes@policyhub.org,"4671 Robin Rest Apt. 588, Richardville, OK 79426",OK,"4671 Robin Rest Apt. 588, Richardville, OK 79426",2,1,,,,50/100,50000,500,500,785.02,785.02,589.3,Agency Bill,,,FALSE,TRUE,195.72
WLB6618054,GEIC,120204,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Manuel Wilson,manuel.wilson@customer.net,"28108 Zoe Plains Suite 525, North Samanthaside, WV 21116",WV,"7482 Donna Shore Suite 545, North Karen, AK 68810",,,1978,Non-Combustible,5,,,,,972.95,972.95,730.38,Direct Bill,,,FALSE,TRUE,242.57
YVX7192549,TRAV,120077,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Julia Garner,julia.garner@mail.com,"407 Brandon Divide, South Lisa, AK 03315",AK,"407 Brandon Divide, South Lisa, AK 03315",,,,Joisted Masonry,8,,,,,1500,1500,1126.03,Direct Bill,,,FALSE,TRUE,373.97
VUW2080023,GEIC,120202,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Carol Bennett,carol.bennett@example.com,"46911 Samantha Tunnel Suite 730, East Mitchellmouth, VT 34320",VT,"46911 Samantha Tunnel Suite 730, East Mitchellmouth, VT 34320",,,1993,Frame,6,,,,,1321.83,1321.83,992.28,Direct Bill,,,FALSE,TRUE,329.55
CZK4427231,AMFA,120006,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Brandon Lee,brandon.lee@policyhub.org,"286 Ayers Bridge Apt. 999, Josephbury, CT 27914",CT,"286 Ayers Bridge Apt. 999, Josephbury, CT 27914",,,2011,Frame,7,,,,,1049.06,1049.06,787.51,Direct Bill,,,FALSE,TRUE,261.55
WVA4443679,PRGS,120006,Endorsement,4/1/2025,4/1/2026,11/18/2025,12,Umbrella,Personal Umbrella,Mary Ross,mary.ross@mail.com,"009 Jesse Isle Suite 626, North Jenniferland, PA 07234",PA,"009 Jesse Isle Suite 626, North Jenniferland, PA 07234",,,,,,,,,,648.85,-12.97,487.08,Direct Bill,,,FALSE,TRUE,161.77
WBY4515503,LIBM,120222,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Mary Castro,mary.castro@example.com,"346 David Summit, East James, NV 93584",NV,"346 David Summit, East James, NV 93584",1,1,,,,25/50,250000,500,500,2563.77,2563.77,1924.58,Agency Bill,,,FALSE,TRUE,639.19
FVP1665965,HART,120167,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Joseph Smith,joseph.smith@insmail.com,"199 Charles Drive, Ronaldview, MI 93559",MI,"199 Charles Drive, Ronaldview, MI 93559",3,2,,,,50/100,100000,500,250,1289.22,1289.22,967.8,Agency Bill,,,FALSE,TRUE,321.42
CNP3246591,CHUB,120140,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Barbara Ayers,barbara.ayers@policyhub.org,"19721 Davis Island, West Bryan, TN 06043",TN,"19721 Davis Island, West Bryan, TN 06043",,,1977,Frame,5,,,,,4077.93,4077.93,3061.24,Direct Bill,,,FALSE,TRUE,1016.69
YVW4164414,PRGS,120160,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Thomas Mullins,thomas.mullins@mail.com,"2679 Perry Lakes Apt. 197, Christopherburgh, AL 49791",AL,"2679 Perry Lakes Apt. 197, Christopherburgh, AL 49791",,,,Masonry,3,,,,,15000,15000,11260.27,Agency Bill,,,FALSE,TRUE,3739.73
SKT4859391,HART,120278,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Edward Harper,edward.harper@customer.net,"4551 Martinez Prairie, Ginabury, NC 33624",NC,"4551 Martinez Prairie, Ginabury, NC 33624",2,1,,,,50/100,100000,500,500,1128.68,1128.68,847.28,Direct Bill,,,FALSE,FALSE,281.4
APY1849698,TRAV,120171,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,James Ho,james.ho@insmail.com,"74137 Wells Circle Apt. 929, Edwardsfort, MI 06926",MI,"74137 Wells Circle Apt. 929, Edwardsfort, MI 06926",,,1985,Joisted Masonry,7,,,,,2286.59,2286.59,1716.51,Direct Bill,,,FALSE,TRUE,570.08
GYB3599950,TRAV,120133,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Christina Medina,christina.medina@mail.com,"638 Brett Expressway, South Amy, OR 88000",OR,"638 Brett Expressway, South Amy, OR 88000",4,3,,,,50/100,50000,2500,2500,1557.85,1557.85,1169.45,Direct Bill,,,FALSE,TRUE,388.4
APZ1376113,ALLS,120120,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Jeremy Fernandez,jeremy.fernandez@example.com,"2173 Williams Trafficway Apt. 678, North Ashleyland, VT 39298",VT,"2173 Williams Trafficway Apt. 678, North Ashleyland, VT 39298",2,3,,,,50/100,50000,1000,500,1858.29,1858.29,1394.99,Direct Bill,,,FALSE,TRUE,463.3
BSU9928959,ALLS,120085,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Kimberly Smith,kimberly.smith@policyhub.org,"95242 Mendez Ville Suite 343, Padillatown, DC 52781",DC,"95242 Mendez Ville Suite 343, Padillatown, DC 52781",4,1,,,,50/100,100000,500,500,950.97,950.97,713.88,Agency Bill,,,FALSE,TRUE,237.09
UVA5493619,TRAV,120193,Endorsement,4/1/2025,4/1/2026,11/20/2025,12,Umbrella,Personal Umbrella,Melvin Anthony,melvin.anthony@mail.com,"037 Andrew Mills, New Beverlymouth, OH 11458",OH,"037 Andrew Mills, New Beverlymouth, OH 11458",,,,,,,,,,533,-22.39,400.12,Direct Bill,,,FALSE,TRUE,132.88
PGL1653917,NATI,120013,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,John Freeman,john.freeman@customer.net,"81074 Martha Overpass, Pricemouth, WA 03703",WA,"81074 Martha Overpass, Pricemouth, WA 03703",,,,,,,,,,5361.89,5361.89,4025.09,Direct Bill,,,FALSE,FALSE,1336.8
KPJ0152286,HART,120291,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Jody Petersen,jody.petersen@mail.com,"3069 Katie Road Apt. 420, Lake Brittneychester, NV 66973",NV,"3069 Katie Road Apt. 420, Lake Brittneychester, NV 66973",2,5,,,,25/50,100000,1000,500,1729.85,1729.85,1298.57,Direct Bill,,,FALSE,TRUE,431.28
HFP8017440,ALLS,120006,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Natasha Valdez,natasha.valdez@insmail.com,"51354 Sarah Lodge, North Elizabeth, HI 35926",HI,"51354 Sarah Lodge, North Elizabeth, HI 35926",2,1,,,,50/100,100000,500,2500,831.93,831.93,624.52,Direct Bill,,,FALSE,TRUE,207.41
EFA3413057,TRAV,120029,Endorsement,4/1/2025,4/1/2026,7/21/2025,12,Umbrella,Personal Umbrella,Kristi Rogers,kristi.rogers@customer.net,"34066 Romero Forest Suite 888, Jonesberg, GA 57008",GA,"34066 Romero Forest Suite 888, Jonesberg, GA 57008",,,,,,,,,,601.13,17.86,451.26,Agency Bill,,,FALSE,FALSE,149.87
TUT9197629,TRAV,120254,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Nancy Lyons,nancy.lyons@example.com,"607 Mills Ferry, New Robert, HI 01106",HI,"607 Mills Ferry, New Robert, HI 01106",,,,Masonry Veneer,5,,,,,4419.36,4419.36,3317.55,Agency Bill,,,FALSE,FALSE,1101.81
TLE1557194,PRGS,120264,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Jose Mcbride,jose.mcbride@mail.com,"4523 Andrew Views, South Kevinstad, SC 05137",SC,"4523 Andrew Views, South Kevinstad, SC 05137",,,,Joisted Masonry,7,,,,,5389.22,5389.22,4045.61,Agency Bill,,,FALSE,FALSE,1343.61
RHZ0197466,GEIC,120178,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Gregory Pittman,gregory.pittman@example.com,"415 Lori Ville, Port Carla, AR 38372",AR,"415 Lori Ville, Port Carla, AR 38372",2,1,,,,25/50,100000,1000,1000,1093.7,1093.7,821.02,Agency Bill,,,FALSE,TRUE,272.68
KSK3385557,CHUB,120216,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Ernest Barrera,ernest.barrera@mail.com,"08589 Aaron Village Apt. 269, Beckerfort, AR 94697",AR,"08589 Aaron Village Apt. 269, Beckerfort, AR 94697",1,2,,,,50/100,100000,500,2500,1277.84,1277.84,959.26,Agency Bill,,,FALSE,TRUE,318.58
HWV2814620,NATI,120233,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Michael Graham,michael.graham@customer.net,"982 James Dam Apt. 319, North James, KS 36005",KS,"982 James Dam Apt. 319, North James, KS 36005",2,4,,,,25/50,50000,1000,2500,3488.48,3488.48,2618.75,Direct Bill,,,FALSE,TRUE,869.73
DBU9008544,AMFA,120060,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Jennifer Dixon,jennifer.dixon@customer.net,"76525 Smith Haven Suite 762, East Kristiport, SC 61347",SC,"76525 Smith Haven Suite 762, East Kristiport, SC 61347",,,1991,Masonry Veneer,5,,,,,1581.53,1581.53,1187.23,Direct Bill,,,FALSE,TRUE,394.3
RUL0013538,GEIC,120258,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Kristen Wallace,kristen.wallace@mail.com,"6775 Drake Oval, Loweryfort, DC 13208",DC,"6775 Drake Oval, Loweryfort, DC 13208",,,,,,,,,,2000,2000,1501.37,Direct Bill,,,FALSE,TRUE,498.63
YPP0110091,GEIC,120113,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Adam Cox,adam.cox@customer.net,"8396 Atkins Cliffs Suite 238, East Staceychester, NC 48612",NC,"8396 Atkins Cliffs Suite 238, East Staceychester, NC 48612",,,1986,Masonry,6,,,,,1690.93,1690.93,1269.36,Direct Bill,,,FALSE,TRUE,421.57
LVF5272544,PRGS,120189,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Scott Jimenez,scott.jimenez@mail.com,"9864 Joel Street, Rebeccaville, PA 42816",PA,"9864 Joel Street, Rebeccaville, PA 42816",,,1980,Masonry,3,,,,,1169.05,1169.05,877.59,Direct Bill,,,FALSE,TRUE,291.46
ZEW2043706,TRAV,120299,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Nicholas Murillo,nicholas.murillo@example.com,"31514 Timothy Unions Suite 846, Port Michael, KS 94407",KS,"31514 Timothy Unions Suite 846, Port Michael, KS 94407",2,3,,,,50/100,100000,500,1000,1569.91,1569.91,1178.51,Direct Bill,,,FALSE,FALSE,391.4
FKH0606183,GEIC,120203,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Kimberly Hamilton,kimberly.hamilton@customer.net,"697 Hartman Vista, Romerotown, OH 44815",OH,"697 Hartman Vista, Romerotown, OH 44815",2,2,,,,50/100,100000,500,500,1630.85,1630.85,1224.25,Direct Bill,,,FALSE,TRUE,406.6
EEZ1508933,NATI,120220,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Benjamin Williams,benjamin.williams@example.com,"947 Jones Bypass, Pamelachester, LA 12168",LA,"947 Jones Bypass, Pamelachester, LA 12168",1,2,,,,25/50,250000,2500,500,1907.26,1907.26,1431.75,Direct Bill,,,FALSE,TRUE,475.51
TUV6271386,LIBM,120155,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Jessica Roach,jessica.roach@mail.com,"332 Smith Ridges Suite 973, New Shawnside, MH 03636",MH,"332 Smith Ridges Suite 973, New Shawnside, MH 03636",,,2012,Fire Resistive,6,,,,,1302.35,1302.35,977.65,Agency Bill,,,FALSE,TRUE,324.7
WLG4205315,TRAV,120152,Rewrite,4/1/2025,4/1/2026,4/1/2025,12,Package,Commercial Package,Heidi Chambers,heidi.chambers@customer.net,"65061 Jason Spring Apt. 096, Clarkland, VI 17258",VI,"65061 Jason Spring Apt. 096, Clarkland, VI 17258",,,,Non-Combustible,2,,,,,3000,3000,2252.05,Direct Bill,,,TRUE,TRUE,747.95
KZU5077914,HART,120188,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Mary Kelly,mary.kelly@example.com,"8513 April Viaduct Suite 598, Lake Christianville, SC 78079",SC,"8513 April Viaduct Suite 598, Lake Christianville, SC 78079",,,1967,Non-Combustible,6,,,,,630.68,630.68,473.44,Direct Bill,,,FALSE,TRUE,157.24
LLW5933553,AMFA,120044,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Megan Mcdonald,megan.mcdonald@insmail.com,"606 Steven Forks Apt. 772, Griffintown, NC 16968",NC,"606 Steven Forks Apt. 772, Griffintown, NC 16968",1,3,,,,50/100,50000,1000,500,867.11,867.11,650.93,Direct Bill,,,FALSE,TRUE,216.18
AXD7605066,GEIC,120260,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Stephanie Martin,stephanie.martin@policyhub.org,"988 Michael Stravenue Apt. 011, West Angela, HI 52688",HI,"179 Chandler Cliffs, Mathewside, NC 11155",,,1990,Frame,7,,,,,6591.89,6591.89,4948.43,Agency Bill,,,FALSE,TRUE,1643.46
TFC6473401,FARM,120297,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Duane Kidd,duane.kidd@insmail.com,"2761 Price Bridge, New Sara, GU 37321",GU,"77710 Robles Parkway, Kaylabury, VT 88134",3,2,,,,25/50,100000,250,500,2588.8,2588.8,1943.37,Agency Bill,,,FALSE,TRUE,645.43
EGA4075899,ALLS,120061,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Cynthia Williams,cynthia.williams@insmail.com,"8992 Hoover Prairie Suite 307, Rhondafort, MO 11268",MO,"8992 Hoover Prairie Suite 307, Rhondafort, MO 11268",,,1957,Frame,5,,,,,2346.07,2346.07,1761.16,Direct Bill,,,FALSE,TRUE,584.91
KXF5566460,LIBM,120100,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Robert Newton,robert.newton@example.com,"89872 David Forge Apt. 303, Garyfurt, NY 20832",NY,"89872 David Forge Apt. 303, Garyfurt, NY 20832",,,,Frame,10,,,,,1500,1500,1126.03,Direct Bill,,,FALSE,TRUE,373.97
ETJ1556243,ALLS,120235,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Leah Thompson,leah.thompson@insmail.com,"80244 Taylor Shore, North Benjaminfort, FL 31989",FL,"80244 Taylor Shore, North Benjaminfort, FL 31989",,,1998,Non-Combustible,6,,,,,2001.5,2001.5,1502.5,Direct Bill,,,FALSE,TRUE,499
CPW2861152,HART,120180,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Sherri Kennedy,sherri.kennedy@example.com,"475 George Meadow, Sheilaport, SD 21513",SD,"475 George Meadow, Sheilaport, SD 21513",,,,Non-Combustible,5,,,,,2020.34,2020.34,1516.64,Direct Bill,,,FALSE,TRUE,503.7
MAR1954894,PRGS,120020,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Margaret Farley,margaret.farley@insmail.com,"48024 Gardner Trace, Dunlaphaven, GU 46406",GU,"48024 Gardner Trace, Dunlaphaven, GU 46406",,,1990,Masonry Veneer,6,,,,,1585.48,1585.48,1190.2,Direct Bill,,,FALSE,FALSE,395.28
AHF1278489,ALLS,120028,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Michelle Lewis,michelle.lewis@policyhub.org,"956 Strong Crossing, Angelaberg, NY 86945",NY,"956 Strong Crossing, Angelaberg, NY 86945",,,1975,Frame,9,,,,,750.81,750.81,563.62,Agency Bill,,,FALSE,TRUE,187.19
CGH5795914,FARM,120289,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Jessica Brown,jessica.brown@customer.net,"2941 Cunningham Trail, Williammouth, NM 33687",NM,"78551 Nash Lakes, New Toddtown, WA 55616",,,,Joisted Masonry,9,,,,,8023.9,8023.9,6023.42,Direct Bill,,,FALSE,TRUE,2000.48
TJY1168255,FARM,120064,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Laurie Pena,laurie.pena@example.com,"89489 Frank Mission Apt. 510, Sandersbury, AR 22907",AR,"89489 Frank Mission Apt. 510, Sandersbury, AR 22907",3,3,,,,50/100,50000,500,250,2479.04,2479.04,1860.98,Direct Bill,,,FALSE,TRUE,618.06
YUD3282936,GEIC,120092,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Umbrella,Personal Umbrella,Kimberly Fischer,kimberly.fischer@customer.net,"699 Walker Skyway, New Jamie, LA 17696",LA,"699 Walker Skyway, New Jamie, LA 17696",,,,,,,,,,512.82,512.82,384.97,Direct Bill,,,FALSE,TRUE,127.85
DDU5898584,NATI,120069,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Harold Garrett,harold.garrett@customer.net,"3885 Diane Shoal Apt. 698, Lake Chloe, ND 28909",ND,"3885 Diane Shoal Apt. 698, Lake Chloe, ND 28909",2,2,,,,25/50,100000,1000,500,2519.41,2519.41,1891.28,Direct Bill,,,FALSE,TRUE,628.13
VXH0599831,PRGS,120098,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Benjamin Jenkins,benjamin.jenkins@insmail.com,"43520 Jennifer Ridge, Martinchester, WI 64551",WI,"43520 Jennifer Ridge, Martinchester, WI 64551",,,1978,Masonry,5,,,,,2071.71,2071.71,1555.2,Direct Bill,,,FALSE,TRUE,516.51
TEC9837287,NATI,120056,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Alexis Sanchez,alexis.sanchez@policyhub.org,"761 Mary Green, Gregoryside, IL 37590",IL,"761 Mary Green, Gregoryside, IL 37590",,,2003,Frame,4,,,,,1644.74,1644.74,1234.68,Direct Bill,,,FALSE,TRUE,410.06
JKH1033535,TRAV,120086,Cancel,4/1/2025,11/14/2025,11/14/2025,12,Package,Commercial Package,Jordan Miller,jordan.miller@insmail.com,"81927 Owens Rapids Apt. 259, New Christinemouth, FL 58663",FL,"81927 Owens Rapids Apt. 259, New Christinemouth, FL 58663",,,,Frame,8,,,,,6915.86,0,6915.86,Agency Bill,10/5/2023,,FALSE,FALSE,0
